id,fullname,subject,age
111040,Komissarov Klim,Art,66
111041,Rusakov Yuri,Algebra,23
111042,Boris Kulikov,Art,66
111043,Stepanov Gordey,PE,34
111044,Prokhorov Ludwig,Algebra,34
111045,Lobanov Ernest,Geography,78
111046,Ilyin Mechislav,Health,78
111047,Sukhanov Arsen,English,45
111048,Ilyin Mechislav,Biology,45
111049,Prokhorov Ludwig,History,45
111050,Lobanov Ernest,Algebra,33
111051,Stepanov Gordey,Biology,78
111052,Sukhanov Arsen,Biology,45
111053,Veselov Anton,History,33
111054,Prokhorov Ludwig,Chemistry,78
111055,Veselov Anton,Algebra,23
111056,Veselov Anton,Geometry,78
111057,Rusakov Yuri,Algebra,33
111058,Rusakov Yuri,History,45
111059,Komissarov Klim,Geography,66
111060,Lobanov Ernest,Chemistry,33
111061,Komissarov Klim,Geography,34
111062,Ilyin Mechislav,English,66
111063,Boris Kulikov,Chemistry,78
111064,Stepanov Gordey,Biology,66
111065,Boris Kulikov,Geography,34
111066,Stepanov Gordey,Chemistry,78
111067,Prokhorov Ludwig,Algebra,78
111068,Rusakov Yuri,Algebra,34
111069,Veselov Anton,History,33
111070,Stepanov Gordey,Geography,45
111071,Boris Kulikov,Algebra,23
111072,Veselov Anton,Health,66
111073,Komissarov Klim,Art,23
111074,Ilyin Mechislav,History,33
111075,Boris Kulikov,Geometry,66
111076,Stepanov Gordey,Biology,33
111077,Stepanov Gordey,English,78
111078,Stepanov Gordey,Art,33
111079,Sukhanov Arsen,Geography,23
111080,Boris Kulikov,Chemistry,45
111081,Prokhorov Ludwig,Art,66
111082,Stepanov Gordey,Chemistry,78
111083,Prokhorov Ludwig,Geography,45
111084,Komissarov Klim,PE,78
111085,Ilyin Mechislav,Chemistry,78
111086,Bespalov Mitrofan,Biology,33
111087,Komissarov Klim,Biology,23
111088,Sukhanov Arsen,Geometry,34
111089,Stepanov Gordey,Algebra,66
111090,Komissarov Klim,Geometry,78
111091,Rusakov Yuri,PE,45
111092,Boris Kulikov,Algebra,45
111093,Stepanov Gordey,Art,78
111094,Stepanov Gordey,PE,45
111095,Stepanov Gordey,Algebra,23
111096,Veselov Anton,Geometry,66
111097,Sukhanov Arsen,Algebra,33
111098,Veselov Anton,Geography,78
111099,Veselov Anton,PE,23
111100,Lobanov Ernest,Health,33
111101,Rusakov Yuri,History,66
111102,Stepanov Gordey,Geography,34
111103,Rusakov Yuri,English,33
111104,Stepanov Gordey,PE,78
111105,Sukhanov Arsen,Chemistry,33
111106,Boris Kulikov,Biology,45
111107,Stepanov Gordey,Biology,33
111108,Veselov Anton,History,45
111109,Boris Kulikov,Art,23
111110,Ilyin Mechislav,Geometry,34
111111,Komissarov Klim,Geography,33
111112,Veselov Anton,PE,34
111113,Bespalov Mitrofan,Health,23
111114,Stepanov Gordey,Biology,78
111115,Rusakov Yuri,Chemistry,34
111116,Komissarov Klim,Geometry,78
111117,Bespalov Mitrofan,History,45
111118,Bespalov Mitrofan,History,33
111119,Bespalov Mitrofan,Algebra,34
111120,Prokhorov Ludwig,English,33
111121,Stepanov Gordey,Geography,66
111122,Prokhorov Ludwig,PE,33
111123,Lobanov Ernest,PE,23
111124,Komissarov Klim,History,23
111125,Veselov Anton,Health,34
111126,Sukhanov Arsen,Chemistry,23
111127,Stepanov Gordey,Chemistry,23
111128,Prokhorov Ludwig,Geography,45
111129,Prokhorov Ludwig,Art,45
111130,Boris Kulikov,History,66
111131,Sukhanov Arsen,Biology,33
111132,Komissarov Klim,Health,45
111133,Rusakov Yuri,Health,33
111134,Ilyin Mechislav,Biology,45
111135,Lobanov Ernest,Chemistry,34
111136,Sukhanov Arsen,English,78
111137,Rusakov Yuri,English,45
111138,Rusakov Yuri,English,34
111139,Bespalov Mitrofan,History,34
111140,Veselov Anton,Health,66
111141,Lobanov Ernest,Geography,34
111142,Ilyin Mechislav,History,45
111143,Prokhorov Ludwig,Geometry,66
111144,Komissarov Klim,English,23
111145,Sukhanov Arsen,Geometry,78
111146,Bespalov Mitrofan,Chemistry,78
111147,Lobanov Ernest,PE,45
111148,Stepanov Gordey,Biology,33
111149,Komissarov Klim,English,45
111150,Komissarov Klim,Algebra,66
111151,Lobanov Ernest,Art,34
111152,Ilyin Mechislav,Geometry,45
111153,Ilyin Mechislav,History,23
111154,Prokhorov Ludwig,Geography,66
111155,Komissarov Klim,History,34
111156,Veselov Anton,Algebra,66
111157,Bespalov Mitrofan,Health,23
111158,Bespalov Mitrofan,Algebra,45
111159,Sukhanov Arsen,History,78
111160,Lobanov Ernest,Art,33
111161,Boris Kulikov,Health,23
111162,Veselov Anton,Biology,78
111163,Stepanov Gordey,Biology,66
111164,Stepanov Gordey,PE,23
111165,Lobanov Ernest,Algebra,23
111166,Bespalov Mitrofan,Algebra,33
111167,Prokhorov Ludwig,History,33
111168,Boris Kulikov,Art,33
111169,Prokhorov Ludwig,Health,34
111170,Prokhorov Ludwig,Biology,66
111171,Rusakov Yuri,Geometry,45
111172,Sukhanov Arsen,Art,45
111173,Prokhorov Ludwig,PE,45
111174,Lobanov Ernest,Biology,66
111175,Boris Kulikov,Algebra,66
111176,Sukhanov Arsen,History,34
111177,Prokhorov Ludwig,PE,66
111178,Bespalov Mitrofan,Algebra,33
111179,Veselov Anton,Health,45
111180,Prokhorov Ludwig,English,23
111181,Komissarov Klim,PE,34
111182,Sukhanov Arsen,Health,78
111183,Lobanov Ernest,Biology,66
111184,Lobanov Ernest,Biology,78
111185,Lobanov Ernest,Chemistry,23
111186,Stepanov Gordey,Geometry,34
111187,Rusakov Yuri,PE,66
111188,Sukhanov Arsen,Health,78
111189,Boris Kulikov,Chemistry,45
111190,Rusakov Yuri,History,33
111191,Sukhanov Arsen,Health,23
111192,Komissarov Klim,Chemistry,78
111193,Boris Kulikov,Geography,33
111194,Ilyin Mechislav,Algebra,23
111195,Sukhanov Arsen,Chemistry,45
111196,Lobanov Ernest,History,45
111197,Lobanov Ernest,Biology,34
111198,Stepanov Gordey,Geography,23
111199,Ilyin Mechislav,Health,78
111200,Lobanov Ernest,History,33
111201,Ilyin Mechislav,Algebra,33
111202,Rusakov Yuri,Chemistry,23
111203,Ilyin Mechislav,Biology,34
111204,Prokhorov Ludwig,Chemistry,78
111205,Lobanov Ernest,Geography,66
111206,Prokhorov Ludwig,Health,33
111207,Stepanov Gordey,PE,33
111208,Boris Kulikov,English,23
111209,Prokhorov Ludwig,Chemistry,78
111210,Veselov Anton,Chemistry,23
111211,Veselov Anton,PE,45
111212,Boris Kulikov,Geometry,34
111213,Sukhanov Arsen,Chemistry,34
111214,Komissarov Klim,Health,45
111215,Lobanov Ernest,Algebra,34
111216,Boris Kulikov,Geography,34
111217,Stepanov Gordey,PE,34
111218,Bespalov Mitrofan,History,66
111219,Veselov Anton,English,45
111220,Bespalov Mitrofan,History,34
111221,Prokhorov Ludwig,Chemistry,66
111222,Stepanov Gordey,Art,33
111223,Rusakov Yuri,Geometry,34
111224,Boris Kulikov,PE,33
111225,Rusakov Yuri,Algebra,78
111226,Lobanov Ernest,PE,33
111227,Ilyin Mechislav,Art,66
111228,Komissarov Klim,Art,33
111229,Stepanov Gordey,History,34
111230,Bespalov Mitrofan,Geography,78
111231,Prokhorov Ludwig,Algebra,23
111232,Veselov Anton,Geography,33
111233,Lobanov Ernest,PE,34
111234,Ilyin Mechislav,Biology,66
111235,Veselov Anton,Chemistry,34
111236,Ilyin Mechislav,Art,66
111237,Ilyin Mechislav,PE,23
111238,Komissarov Klim,PE,45
111239,Komissarov Klim,History,78
111240,Stepanov Gordey,Health,78
111241,Prokhorov Ludwig,Chemistry,34
111242,Bespalov Mitrofan,Chemistry,66
111243,Boris Kulikov,Art,23
111244,Bespalov Mitrofan,Health,34
111245,Rusakov Yuri,Health,66
111246,Boris Kulikov,PE,66
111247,Rusakov Yuri,Geometry,45
111248,Komissarov Klim,History,45
111249,Ilyin Mechislav,History,34
111250,Lobanov Ernest,Geography,45
111251,Komissarov Klim,PE,78
111252,Lobanov Ernest,PE,66
111253,Boris Kulikov,PE,34
111254,Veselov Anton,English,34
111255,Prokhorov Ludwig,Geometry,78
111256,Ilyin Mechislav,Geography,78
111257,Bespalov Mitrofan,Algebra,34
111258,Prokhorov Ludwig,History,78
111259,Ilyin Mechislav,History,33
111260,Rusakov Yuri,PE,23
111261,Bespalov Mitrofan,History,23
111262,Bespalov Mitrofan,Biology,66
111263,Bespalov Mitrofan,English,66
111264,Boris Kulikov,Health,34
111265,Boris Kulikov,Algebra,78
111266,Ilyin Mechislav,Geometry,33
111267,Rusakov Yuri,Health,78
111268,Boris Kulikov,Geometry,23
111269,Lobanov Ernest,Geometry,34
111270,Veselov Anton,History,78
111271,Stepanov Gordey,Biology,34
111272,Rusakov Yuri,PE,23
111273,Stepanov Gordey,Biology,33
111274,Rusakov Yuri,Geography,78
111275,Prokhorov Ludwig,Geometry,78
111276,Veselov Anton,Art,66
111277,Boris Kulikov,Geometry,78
111278,Sukhanov Arsen,Health,78
111279,Prokhorov Ludwig,Geometry,78
111280,Veselov Anton,History,23
111281,Lobanov Ernest,English,23
111282,Lobanov Ernest,Art,23
111283,Boris Kulikov,Art,34
111284,Ilyin Mechislav,History,33
111285,Boris Kulikov,Health,78
111286,Sukhanov Arsen,Chemistry,34
111287,Prokhorov Ludwig,English,23
111288,Komissarov Klim,History,78
111289,Boris Kulikov,Art,23
111290,Bespalov Mitrofan,PE,33
111291,Prokhorov Ludwig,Biology,33
111292,Lobanov Ernest,Chemistry,34
111293,Stepanov Gordey,Chemistry,23
111294,Lobanov Ernest,History,66
111295,Lobanov Ernest,Algebra,66
111296,Bespalov Mitrofan,PE,34
111297,Veselov Anton,History,33
111298,Komissarov Klim,English,33
111299,Veselov Anton,Biology,23
111300,Rusakov Yuri,Geography,34
111301,Veselov Anton,Health,33
111302,Bespalov Mitrofan,Algebra,23
111303,Veselov Anton,PE,33
111304,Sukhanov Arsen,Chemistry,66
111305,Stepanov Gordey,Biology,23
111306,Ilyin Mechislav,Art,66
111307,Komissarov Klim,Health,78
111308,Stepanov Gordey,Geometry,34
111309,Veselov Anton,History,66
111310,Boris Kulikov,English,34
111311,Stepanov Gordey,Health,66
111312,Rusakov Yuri,English,34
111313,Ilyin Mechislav,Geometry,34
111314,Prokhorov Ludwig,Geography,34
111315,Ilyin Mechislav,Geography,23
111316,Rusakov Yuri,English,78
111317,Bespalov Mitrofan,Algebra,34
111318,Lobanov Ernest,PE,45
111319,Bespalov Mitrofan,Art,78
111320,Komissarov Klim,Geography,78
111321,Lobanov Ernest,History,23
111322,Komissarov Klim,Chemistry,23
111323,Veselov Anton,Health,45
111324,Stepanov Gordey,Health,23
111325,Bespalov Mitrofan,Geometry,78
111326,Komissarov Klim,Health,34
111327,Stepanov Gordey,Chemistry,33
111328,Ilyin Mechislav,Health,33
111329,Veselov Anton,English,66
111330,Sukhanov Arsen,Chemistry,33
111331,Bespalov Mitrofan,Art,78
111332,Lobanov Ernest,Chemistry,45
111333,Stepanov Gordey,Algebra,78
111334,Boris Kulikov,Algebra,45
111335,Rusakov Yuri,Algebra,33
111336,Ilyin Mechislav,Geometry,33
111337,Stepanov Gordey,Chemistry,23
111338,Sukhanov Arsen,English,78
111339,Bespalov Mitrofan,Health,34
111340,Sukhanov Arsen,PE,34
111341,Lobanov Ernest,Geometry,23
111342,Rusakov Yuri,English,23
111343,Prokhorov Ludwig,History,78
111344,Ilyin Mechislav,English,45
111345,Bespalov Mitrofan,Chemistry,78
111346,Lobanov Ernest,PE,66
111347,Veselov Anton,Art,66
111348,Ilyin Mechislav,Chemistry,34
111349,Boris Kulikov,English,45
111350,Veselov Anton,Geometry,23
111351,Stepanov Gordey,Art,34
111352,Komissarov Klim,PE,33
111353,Komissarov Klim,Health,23
111354,Bespalov Mitrofan,Algebra,66
111355,Veselov Anton,Geography,66
111356,Bespalov Mitrofan,PE,34
111357,Boris Kulikov,History,66
111358,Prokhorov Ludwig,History,66
111359,Sukhanov Arsen,History,78
111360,Rusakov Yuri,Biology,34
111361,Bespalov Mitrofan,Algebra,78
111362,Ilyin Mechislav,History,33
111363,Stepanov Gordey,Chemistry,33
111364,Bespalov Mitrofan,Biology,78
111365,Komissarov Klim,PE,78
111366,Boris Kulikov,Chemistry,66
111367,Sukhanov Arsen,History,23
111368,Ilyin Mechislav,Health,45
111369,Bespalov Mitrofan,PE,33
111370,Prokhorov Ludwig,Health,78
111371,Sukhanov Arsen,Geography,23
111372,Ilyin Mechislav,Geometry,34
111373,Ilyin Mechislav,Algebra,45
111374,Stepanov Gordey,PE,45
111375,Lobanov Ernest,History,45
111376,Stepanov Gordey,History,66
111377,Ilyin Mechislav,PE,23
111378,Rusakov Yuri,Algebra,33
111379,Rusakov Yuri,PE,33
111380,Rusakov Yuri,Geography,66
111381,Veselov Anton,PE,23
111382,Komissarov Klim,Chemistry,45
111383,Lobanov Ernest,Biology,78
111384,Komissarov Klim,Algebra,78
111385,Sukhanov Arsen,Biology,66
111386,Bespalov Mitrofan,Geometry,66
111387,Veselov Anton,Algebra,78
111388,Prokhorov Ludwig,Chemistry,66
111389,Ilyin Mechislav,English,33
111390,Sukhanov Arsen,PE,66
111391,Lobanov Ernest,PE,23
111392,Bespalov Mitrofan,Biology,34
111393,Veselov Anton,Biology,23
111394,Veselov Anton,English,23
111395,Lobanov Ernest,Biology,66
111396,Prokhorov Ludwig,Algebra,66
111397,Stepanov Gordey,Chemistry,33
111398,Prokhorov Ludwig,Art,23
111399,Bespalov Mitrofan,English,45
111400,Lobanov Ernest,Biology,66
111401,Komissarov Klim,Chemistry,33
111402,Rusakov Yuri,Biology,78
111403,Lobanov Ernest,Algebra,34
111404,Boris Kulikov,Geography,33
111405,Rusakov Yuri,History,23
111406,Stepanov Gordey,Chemistry,78
111407,Boris Kulikov,Algebra,33
111408,Ilyin Mechislav,Biology,23
111409,Stepanov Gordey,Algebra,66
111410,Boris Kulikov,Health,66
111411,Prokhorov Ludwig,PE,34
111412,Stepanov Gordey,English,34
111413,Komissarov Klim,Algebra,34
111414,Lobanov Ernest,Chemistry,34
111415,Lobanov Ernest,Chemistry,45
111416,Boris Kulikov,Geometry,33
111417,Veselov Anton,PE,34
111418,Stepanov Gordey,Geography,78
111419,Stepanov Gordey,Chemistry,78
111420,Lobanov Ernest,Geometry,78
111421,Prokhorov Ludwig,English,33
111422,Komissarov Klim,Biology,23
111423,Prokhorov Ludwig,Geometry,33
111424,Rusakov Yuri,Art,33
111425,Sukhanov Arsen,PE,45
111426,Rusakov Yuri,Geometry,66
111427,Bespalov Mitrofan,Biology,33
111428,Stepanov Gordey,Geometry,66
111429,Lobanov Ernest,Geography,23
111430,Bespalov Mitrofan,Health,34
111431,Veselov Anton,Art,33
111432,Bespalov Mitrofan,Art,66
111433,Ilyin Mechislav,Biology,78
111434,Komissarov Klim,Chemistry,34
111435,Boris Kulikov,Chemistry,66
111436,Lobanov Ernest,Algebra,45
111437,Rusakov Yuri,History,45
111438,Komissarov Klim,Geometry,33
111439,Bespalov Mitrofan,Geometry,66
111440,Stepanov Gordey,Biology,45
111441,Sukhanov Arsen,Biology,66
111442,Prokhorov Ludwig,Art,34
111443,Boris Kulikov,Algebra,66
111444,Boris Kulikov,Geography,33
111445,Bespalov Mitrofan,Chemistry,34
111446,Prokhorov Ludwig,Biology,33
111447,Boris Kulikov,Health,23
111448,Bespalov Mitrofan,Algebra,66
111449,Rusakov Yuri,English,23
111450,Veselov Anton,Health,23
111451,Boris Kulikov,Health,34
111452,Rusakov Yuri,History,34
111453,Komissarov Klim,Chemistry,78
111454,Bespalov Mitrofan,Geography,34
111455,Bespalov Mitrofan,Biology,33
111456,Prokhorov Ludwig,Art,33
111457,Rusakov Yuri,Art,33
111458,Ilyin Mechislav,Chemistry,23
111459,Sukhanov Arsen,PE,78
111460,Boris Kulikov,Geometry,45
111461,Stepanov Gordey,Geometry,78
111462,Prokhorov Ludwig,Health,45
111463,Prokhorov Ludwig,Algebra,23
111464,Boris Kulikov,History,66
111465,Sukhanov Arsen,Health,78
111466,Stepanov Gordey,Health,66
111467,Ilyin Mechislav,Health,33
111468,Komissarov Klim,Chemistry,23
111469,Komissarov Klim,Algebra,33
111470,Stepanov Gordey,Algebra,66
111471,Bespalov Mitrofan,PE,45
111472,Stepanov Gordey,Art,66
111473,Lobanov Ernest,Biology,23
111474,Stepanov Gordey,Geometry,34
111475,Lobanov Ernest,Biology,33
111476,Rusakov Yuri,Art,23
111477,Prokhorov Ludwig,Biology,78
111478,Prokhorov Ludwig,Algebra,66
111479,Prokhorov Ludwig,Algebra,33
111480,Ilyin Mechislav,History,45
111481,Prokhorov Ludwig,Geography,34
111482,Lobanov Ernest,Health,66
111483,Sukhanov Arsen,Chemistry,45
111484,Prokhorov Ludwig,Geography,23
111485,Rusakov Yuri,History,34
111486,Komissarov Klim,Art,34
111487,Komissarov Klim,Geography,66
111488,Bespalov Mitrofan,PE,45
111489,Ilyin Mechislav,Biology,66
111490,Boris Kulikov,History,34
111491,Rusakov Yuri,Health,33
111492,Bespalov Mitrofan,PE,78
111493,Veselov Anton,Health,33
111494,Stepanov Gordey,PE,66
111495,Bespalov Mitrofan,Geometry,45
111496,Ilyin Mechislav,Geometry,78
111497,Lobanov Ernest,History,66
111498,Prokhorov Ludwig,Art,33
111499,Lobanov Ernest,Biology,23
111500,Prokhorov Ludwig,Health,23
111501,Boris Kulikov,PE,23
111502,Ilyin Mechislav,Geometry,45
111503,Sukhanov Arsen,Chemistry,66
111504,Boris Kulikov,PE,33
111505,Ilyin Mechislav,English,23
111506,Sukhanov Arsen,Health,33
111507,Veselov Anton,Health,45
111508,Ilyin Mechislav,History,34
111509,Sukhanov Arsen,PE,45
111510,Sukhanov Arsen,Health,45
111511,Ilyin Mechislav,English,34
111512,Boris Kulikov,Biology,34
111513,Prokhorov Ludwig,PE,34
111514,Veselov Anton,Biology,33
111515,Prokhorov Ludwig,Geography,66
111516,Stepanov Gordey,Chemistry,45
111517,Lobanov Ernest,Chemistry,23
111518,Komissarov Klim,Algebra,34
111519,Boris Kulikov,Algebra,34
111520,Stepanov Gordey,Art,45
111521,Sukhanov Arsen,Health,23
111522,Komissarov Klim,Algebra,23
111523,Prokhorov Ludwig,Geography,78
111524,Ilyin Mechislav,Geography,45
111525,Prokhorov Ludwig,Health,23
111526,Prokhorov Ludwig,Algebra,33
111527,Komissarov Klim,Chemistry,23
111528,Boris Kulikov,Algebra,33
111529,Komissarov Klim,Art,33
111530,Veselov Anton,Health,78
111531,Bespalov Mitrofan,Geography,45
111532,Prokhorov Ludwig,Geometry,33
111533,Lobanov Ernest,History,23
111534,Prokhorov Ludwig,PE,66
111535,Rusakov Yuri,History,66
111536,Lobanov Ernest,Geography,33
111537,Rusakov Yuri,Biology,34
111538,Lobanov Ernest,Algebra,66
111539,Sukhanov Arsen,History,45
111540,Sukhanov Arsen,Health,66
111541,Sukhanov Arsen,PE,66
111542,Veselov Anton,English,34
111543,Veselov Anton,Health,34
111544,Sukhanov Arsen,Chemistry,78
111545,Bespalov Mitrofan,Geography,33
111546,Lobanov Ernest,Biology,78
111547,Stepanov Gordey,Biology,23
111548,Sukhanov Arsen,Chemistry,33
111549,Komissarov Klim,History,23
111550,Boris Kulikov,History,45
111551,Lobanov Ernest,Chemistry,78
111552,Lobanov Ernest,PE,34
111553,Veselov Anton,Art,33
111554,Bespalov Mitrofan,English,66
111555,Komissarov Klim,Algebra,34
111556,Bespalov Mitrofan,Health,33
111557,Stepanov Gordey,Art,45
111558,Stepanov Gordey,Chemistry,23
111559,Komissarov Klim,Health,45
111560,Prokhorov Ludwig,Geography,45
111561,Stepanov Gordey,History,66
111562,Rusakov Yuri,Art,34
111563,Veselov Anton,Health,45
111564,Prokhorov Ludwig,English,34
111565,Bespalov Mitrofan,English,45
111566,Lobanov Ernest,Geography,33
111567,Rusakov Yuri,Art,34
111568,Sukhanov Arsen,Algebra,45
111569,Veselov Anton,PE,34
111570,Ilyin Mechislav,Biology,78
111571,Prokhorov Ludwig,English,45
111572,Lobanov Ernest,Algebra,45
111573,Veselov Anton,Geography,66
111574,Veselov Anton,English,66
111575,Bespalov Mitrofan,PE,45
111576,Ilyin Mechislav,English,66
111577,Lobanov Ernest,Art,78
111578,Prokhorov Ludwig,Geometry,33
111579,Stepanov Gordey,Art,45
111580,Sukhanov Arsen,Algebra,78
111581,Veselov Anton,Art,23
111582,Rusakov Yuri,Geometry,34
111583,Prokhorov Ludwig,Health,33
111584,Sukhanov Arsen,English,34
111585,Rusakov Yuri,Art,45
111586,Sukhanov Arsen,Algebra,34
111587,Boris Kulikov,Art,23
111588,Veselov Anton,Geography,34
111589,Sukhanov Arsen,Health,45
111590,Prokhorov Ludwig,PE,66
111591,Bespalov Mitrofan,Geometry,23
111592,Ilyin Mechislav,Geometry,33
111593,Rusakov Yuri,Algebra,33
111594,Lobanov Ernest,Algebra,45
111595,Stepanov Gordey,Chemistry,45
111596,Sukhanov Arsen,Geometry,23
111597,Ilyin Mechislav,Algebra,78
111598,Lobanov Ernest,History,34
111599,Bespalov Mitrofan,Health,23
111600,Rusakov Yuri,Algebra,66
111601,Komissarov Klim,Health,66
111602,Stepanov Gordey,Algebra,66
111603,Stepanov Gordey,Geography,23
111604,Rusakov Yuri,English,34
111605,Bespalov Mitrofan,PE,34
111606,Lobanov Ernest,Biology,78
111607,Prokhorov Ludwig,Health,78
111608,Komissarov Klim,Chemistry,66
111609,Lobanov Ernest,PE,45
111610,Stepanov Gordey,Geography,34
111611,Lobanov Ernest,Geometry,34
111612,Rusakov Yuri,Biology,78
111613,Boris Kulikov,Health,33
111614,Bespalov Mitrofan,Biology,34
111615,Veselov Anton,PE,45
111616,Komissarov Klim,Geometry,34
111617,Boris Kulikov,Health,23
111618,Prokhorov Ludwig,History,33
111619,Bespalov Mitrofan,Geometry,33
111620,Boris Kulikov,English,34
111621,Sukhanov Arsen,Health,34
111622,Stepanov Gordey,English,66
111623,Boris Kulikov,Art,45
111624,Bespalov Mitrofan,Geography,23
111625,Boris Kulikov,Biology,33
111626,Veselov Anton,PE,33
111627,Komissarov Klim,Biology,33
111628,Lobanov Ernest,Chemistry,45
111629,Rusakov Yuri,Art,66
111630,Ilyin Mechislav,Chemistry,23
111631,Boris Kulikov,Health,78
111632,Komissarov Klim,English,23
111633,Veselov Anton,Biology,23
111634,Bespalov Mitrofan,PE,23
111635,Prokhorov Ludwig,History,78
111636,Veselov Anton,Art,45
111637,Boris Kulikov,English,45
111638,Boris Kulikov,English,78
111639,Bespalov Mitrofan,Art,33
111640,Prokhorov Ludwig,Health,33
111641,Boris Kulikov,Algebra,66
111642,Sukhanov Arsen,Geometry,66
111643,Komissarov Klim,Chemistry,66
111644,Bespalov Mitrofan,Health,45
111645,Bespalov Mitrofan,Art,33
111646,Bespalov Mitrofan,Biology,23
111647,Stepanov Gordey,Art,34
111648,Komissarov Klim,English,66
111649,Bespalov Mitrofan,Geometry,33
111650,Veselov Anton,Art,33
111651,Komissarov Klim,English,23
111652,Komissarov Klim,Geography,66
111653,Ilyin Mechislav,History,78
111654,Prokhorov Ludwig,Geometry,66
111655,Bespalov Mitrofan,History,45
111656,Boris Kulikov,History,78
111657,Boris Kulikov,Health,66
111658,Bespalov Mitrofan,English,45
111659,Prokhorov Ludwig,English,45
111660,Veselov Anton,Algebra,34
111661,Stepanov Gordey,History,78
111662,Rusakov Yuri,English,33
111663,Prokhorov Ludwig,Chemistry,23
111664,Rusakov Yuri,History,33
111665,Prokhorov Ludwig,PE,23
111666,Sukhanov Arsen,Art,23
111667,Sukhanov Arsen,Geometry,66
111668,Veselov Anton,History,23
111669,Rusakov Yuri,Algebra,34
111670,Bespalov Mitrofan,Geometry,78
111671,Komissarov Klim,Chemistry,66
111672,Komissarov Klim,Geography,45
111673,Ilyin Mechislav,Algebra,33
111674,Rusakov Yuri,Chemistry,23
111675,Lobanov Ernest,Art,66
111676,Ilyin Mechislav,Art,23
111677,Sukhanov Arsen,History,33
111678,Veselov Anton,Geometry,33
111679,Sukhanov Arsen,Biology,34
111680,Lobanov Ernest,History,33
111681,Prokhorov Ludwig,Biology,45
111682,Rusakov Yuri,PE,23
111683,Rusakov Yuri,PE,33
111684,Bespalov Mitrofan,Biology,34
111685,Komissarov Klim,Chemistry,78
111686,Rusakov Yuri,Algebra,45
111687,Ilyin Mechislav,Geography,66
111688,Rusakov Yuri,Chemistry,45
111689,Lobanov Ernest,PE,45
111690,Stepanov Gordey,History,78
111691,Lobanov Ernest,Geometry,33
111692,Veselov Anton,History,78
111693,Bespalov Mitrofan,PE,78
111694,Prokhorov Ludwig,History,33
111695,Sukhanov Arsen,Algebra,23
111696,Prokhorov Ludwig,Geography,33
111697,Sukhanov Arsen,English,78
111698,Komissarov Klim,Health,78
111699,Rusakov Yuri,Geography,66
111700,Boris Kulikov,English,34
111701,Bespalov Mitrofan,Geometry,34
111702,Komissarov Klim,Health,45
111703,Lobanov Ernest,History,23
111704,Veselov Anton,Chemistry,34
111705,Stepanov Gordey,Algebra,45
111706,Ilyin Mechislav,Art,33
111707,Komissarov Klim,Art,33
111708,Rusakov Yuri,Algebra,33
111709,Veselov Anton,Biology,66
111710,Veselov Anton,Chemistry,33
111711,Prokhorov Ludwig,Geography,23
111712,Komissarov Klim,Biology,78
111713,Komissarov Klim,Geometry,33
111714,Boris Kulikov,Chemistry,45
111715,Lobanov Ernest,History,78
111716,Sukhanov Arsen,English,45
111717,Ilyin Mechislav,Geography,23
111718,Stepanov Gordey,English,33
111719,Ilyin Mechislav,Algebra,45
111720,Lobanov Ernest,History,23
111721,Bespalov Mitrofan,Chemistry,23
111722,Komissarov Klim,English,45
111723,Stepanov Gordey,Algebra,66
111724,Stepanov Gordey,Art,23
111725,Veselov Anton,PE,45
111726,Ilyin Mechislav,Chemistry,78
111727,Komissarov Klim,Geometry,45
111728,Sukhanov Arsen,Art,66
111729,Bespalov Mitrofan,Geography,78
111730,Komissarov Klim,Biology,78
111731,Stepanov Gordey,Art,66
111732,Bespalov Mitrofan,Health,34
111733,Komissarov Klim,Biology,33
111734,Prokhorov Ludwig,Biology,33
111735,Bespalov Mitrofan,Health,33
111736,Veselov Anton,Biology,23
111737,Stepanov Gordey,Health,45
111738,Rusakov Yuri,Biology,78
111739,Lobanov Ernest,English,78
111740,Lobanov Ernest,Art,66
111741,Ilyin Mechislav,Algebra,66
111742,Lobanov Ernest,Health,34
111743,Lobanov Ernest,History,78
111744,Lobanov Ernest,Art,78
111745,Bespalov Mitrofan,Geometry,33
111746,Prokhorov Ludwig,PE,33
111747,Prokhorov Ludwig,Geography,33
111748,Ilyin Mechislav,English,23
111749,Stepanov Gordey,History,66
111750,Ilyin Mechislav,History,33
111751,Lobanov Ernest,Biology,78
111752,Stepanov Gordey,English,78
111753,Ilyin Mechislav,PE,34
111754,Rusakov Yuri,Algebra,33
111755,Komissarov Klim,Geography,23
111756,Stepanov Gordey,Chemistry,45
111757,Lobanov Ernest,Art,23
111758,Bespalov Mitrofan,Algebra,23
111759,Stepanov Gordey,Health,23
111760,Prokhorov Ludwig,PE,66
111761,Veselov Anton,Health,34
111762,Boris Kulikov,Health,66
111763,Boris Kulikov,PE,78
111764,Sukhanov Arsen,English,34
111765,Prokhorov Ludwig,Geometry,23
111766,Boris Kulikov,Algebra,66
111767,Boris Kulikov,Geometry,23
111768,Prokhorov Ludwig,Geometry,45
111769,Bespalov Mitrofan,Geometry,78
111770,Ilyin Mechislav,Health,45
111771,Lobanov Ernest,Algebra,34
111772,Komissarov Klim,Art,78
111773,Prokhorov Ludwig,Art,66
111774,Ilyin Mechislav,Chemistry,33
111775,Stepanov Gordey,Chemistry,45
111776,Rusakov Yuri,Biology,23
