id,fullname,subject,age
17553,Stepanov Gordey,Algebra,45
17554,Bespalov Mitrofan,English,45
17555,Boris Kulikov,Chemistry,78
17556,Lobanov Ernest,Algebra,66
17557,Bespalov Mitrofan,Chemistry,34
17558,Komissarov Klim,Chemistry,66
17559,Rusakov Yuri,PE,45
17560,Rusakov Yuri,PE,33
17561,Komissarov Klim,Geometry,34
17562,Stepanov Gordey,Geometry,45
17563,Bespalov Mitrofan,Chemistry,78
17564,Prokhorov Ludwig,Algebra,45
17565,Boris Kulikov,Art,33
17566,Bespalov Mitrofan,Geography,33
17567,Veselov Anton,PE,34
17568,Stepanov Gordey,Geometry,33
17569,Stepanov Gordey,History,78
17570,Lobanov Ernest,Biology,45
17571,Bespalov Mitrofan,History,34
17572,Prokhorov Ludwig,Chemistry,66
17573,Ilyin Mechislav,Art,45
17574,Rusakov Yuri,Geography,45
17575,Stepanov Gordey,Biology,33
17576,Prokhorov Ludwig,Algebra,78
17577,Rusakov Yuri,Chemistry,33
17578,Komissarov Klim,Art,34
17579,Komissarov Klim,English,34
17580,Ilyin Mechislav,Geometry,45
17581,Rusakov Yuri,History,34
17582,Stepanov Gordey,Biology,78
17583,Lobanov Ernest,Chemistry,66
17584,Ilyin Mechislav,History,33
17585,Ilyin Mechislav,Biology,33
17586,Prokhorov Ludwig,Geometry,33
17587,Sukhanov Arsen,PE,66
17588,Sukhanov Arsen,Algebra,34
17589,Prokhorov Ludwig,Biology,45
17590,Veselov Anton,Health,66
17591,Bespalov Mitrofan,Health,23
17592,Veselov Anton,Health,45
17593,Lobanov Ernest,Health,34
17594,Veselov Anton,Chemistry,45
17595,Prokhorov Ludwig,Geography,23
17596,Veselov Anton,Chemistry,66
17597,Ilyin Mechislav,Geometry,45
17598,Stepanov Gordey,Biology,45
17599,Boris Kulikov,Algebra,66
17600,Sukhanov Arsen,History,34
17601,Ilyin Mechislav,English,45
17602,Boris Kulikov,Geography,78
17603,Bespalov Mitrofan,Chemistry,23
17604,Ilyin Mechislav,Chemistry,66
17605,Rusakov Yuri,Health,23
17606,Komissarov Klim,Geography,23
17607,Rusakov Yuri,Algebra,66
17608,Lobanov Ernest,Algebra,78
17609,Sukhanov Arsen,Algebra,23
17610,Lobanov Ernest,Health,45
17611,Boris Kulikov,Chemistry,66
17612,Veselov Anton,Art,66
17613,Veselov Anton,Algebra,34
17614,Prokhorov Ludwig,PE,34
17615,Prokhorov Ludwig,Health,78
17616,Bespalov Mitrofan,History,23
17617,Komissarov Klim,English,23
17618,Prokhorov Ludwig,Chemistry,66
17619,Sukhanov Arsen,Geometry,33
17620,Stepanov Gordey,Geography,23
17621,Ilyin Mechislav,History,45
17622,Bespalov Mitrofan,English,34
17623,Boris Kulikov,Algebra,45
17624,Ilyin Mechislav,History,23
17625,Stepanov Gordey,History,78
17626,Boris Kulikov,Art,33
17627,Boris Kulikov,Algebra,78
17628,Veselov Anton,Biology,33
17629,Komissarov Klim,Chemistry,34
17630,Sukhanov Arsen,Geometry,23
17631,Stepanov Gordey,Biology,23
17632,Stepanov Gordey,English,34
17633,Prokhorov Ludwig,Biology,33
17634,Prokhorov Ludwig,Geography,66
17635,Bespalov Mitrofan,Biology,23
17636,Boris Kulikov,English,23
17637,Lobanov Ernest,History,23
17638,Sukhanov Arsen,Chemistry,23
17639,Prokhorov Ludwig,Chemistry,23
17640,Prokhorov Ludwig,Chemistry,78
17641,Boris Kulikov,Geometry,33
17642,Sukhanov Arsen,History,45
17643,Veselov Anton,Health,33
17644,Veselov Anton,Chemistry,66
17645,Veselov Anton,Chemistry,33
17646,Rusakov Yuri,History,34
17647,Lobanov Ernest,Algebra,66
17648,Stepanov Gordey,Algebra,66
17649,Veselov Anton,Art,66
17650,Boris Kulikov,History,34
17651,Stepanov Gordey,Health,66
17652,Komissarov Klim,Algebra,34
17653,Prokhorov Ludwig,Chemistry,33
17654,Boris Kulikov,Geography,45
17655,Veselov Anton,English,23
17656,Ilyin Mechislav,History,34
17657,Sukhanov Arsen,Geometry,23
17658,Stepanov Gordey,Chemistry,33
17659,Prokhorov Ludwig,Art,23
17660,Ilyin Mechislav,PE,45
17661,Lobanov Ernest,History,66
17662,Rusakov Yuri,Chemistry,23
17663,Veselov Anton,Geography,78
17664,Rusakov Yuri,Health,23
17665,Ilyin Mechislav,English,23
17666,Sukhanov Arsen,Biology,45
17667,Komissarov Klim,Algebra,33
17668,Boris Kulikov,Geometry,78
17669,Stepanov Gordey,Geometry,33
17670,Stepanov Gordey,Geometry,34
17671,Rusakov Yuri,English,23
17672,Lobanov Ernest,PE,45
17673,Bespalov Mitrofan,Chemistry,34
17674,Veselov Anton,Chemistry,78
17675,Lobanov Ernest,Chemistry,66
17676,Veselov Anton,Geometry,66
17677,Bespalov Mitrofan,PE,66
17678,Boris Kulikov,Art,66
17679,Prokhorov Ludwig,Geography,78
17680,Lobanov Ernest,Geometry,45
17681,Komissarov Klim,Biology,66
17682,Prokhorov Ludwig,Health,33
17683,Veselov Anton,Geography,23
17684,Lobanov Ernest,Algebra,66
17685,Stepanov Gordey,PE,45
17686,Sukhanov Arsen,History,78
17687,Komissarov Klim,Biology,34
17688,Rusakov Yuri,English,45
17689,Veselov Anton,Biology,33
17690,Ilyin Mechislav,Biology,23
17691,Stepanov Gordey,Health,66
17692,Rusakov Yuri,Geography,34
17693,Prokhorov Ludwig,Art,45
17694,Ilyin Mechislav,Health,78
17695,Stepanov Gordey,History,66
17696,Sukhanov Arsen,Algebra,78
17697,Veselov Anton,History,45
17698,Boris Kulikov,Biology,33
17699,Lobanov Ernest,English,66
17700,Komissarov Klim,Algebra,23
17701,Veselov Anton,Algebra,33
17702,Boris Kulikov,PE,78
17703,Veselov Anton,History,23
17704,Lobanov Ernest,Geography,45
17705,Ilyin Mechislav,Chemistry,23
17706,Bespalov Mitrofan,Geometry,23
17707,Bespalov Mitrofan,Geometry,78
17708,Sukhanov Arsen,Chemistry,33
17709,Boris Kulikov,Chemistry,23
17710,Rusakov Yuri,English,34
17711,Prokhorov Ludwig,History,78
17712,Komissarov Klim,Biology,45
17713,Bespalov Mitrofan,Biology,66
17714,Ilyin Mechislav,Health,78
17715,Lobanov Ernest,Algebra,33
17716,Bespalov Mitrofan,Algebra,66
17717,Boris Kulikov,Geometry,66
17718,Komissarov Klim,Art,33
17719,Komissarov Klim,Geometry,45
17720,Veselov Anton,History,23
17721,Lobanov Ernest,Chemistry,33
17722,Rusakov Yuri,Art,45
17723,Ilyin Mechislav,Art,78
17724,Bespalov Mitrofan,Health,33
17725,Lobanov Ernest,PE,66
17726,Veselov Anton,Art,78
17727,Boris Kulikov,Health,33
17728,Lobanov Ernest,Biology,66
17729,Komissarov Klim,Health,45
17730,Bespalov Mitrofan,Health,45
17731,Boris Kulikov,English,33
17732,Prokhorov Ludwig,Geometry,33
17733,Bespalov Mitrofan,PE,34
17734,Lobanov Ernest,Algebra,66
17735,Lobanov Ernest,History,66
17736,Rusakov Yuri,Biology,78
17737,Rusakov Yuri,History,23
17738,Rusakov Yuri,Health,34
17739,Prokhorov Ludwig,Geometry,78
17740,Stepanov Gordey,PE,33
17741,Boris Kulikov,English,23
17742,Stepanov Gordey,Geography,33
17743,Veselov Anton,Algebra,78
17744,Rusakov Yuri,PE,78
17745,Prokhorov Ludwig,PE,45
17746,Rusakov Yuri,Health,33
17747,Veselov Anton,Geography,23
17748,Stepanov Gordey,Algebra,66
17749,Sukhanov Arsen,Biology,45
17750,Prokhorov Ludwig,Health,34
17751,Prokhorov Ludwig,Algebra,34
17752,Ilyin Mechislav,Geography,23
17753,Rusakov Yuri,PE,78
17754,Stepanov Gordey,Art,78
17755,Veselov Anton,Health,66
17756,Komissarov Klim,History,66
17757,Prokhorov Ludwig,Geometry,66
17758,Lobanov Ernest,Biology,33
17759,Bespalov Mitrofan,Art,33
17760,Ilyin Mechislav,Algebra,33
17761,Ilyin Mechislav,Chemistry,33
17762,Komissarov Klim,History,34
17763,Sukhanov Arsen,English,23
17764,Komissarov Klim,Health,66
17765,Komissarov Klim,Biology,23
17766,Prokhorov Ludwig,Biology,33
17767,Boris Kulikov,Geometry,33
17768,Bespalov Mitrofan,Health,78
17769,Sukhanov Arsen,Chemistry,66
17770,Ilyin Mechislav,Geography,33
17771,Sukhanov Arsen,Geography,66
17772,Bespalov Mitrofan,Geometry,45
17773,Bespalov Mitrofan,Geography,66
17774,Boris Kulikov,History,23
17775,Rusakov Yuri,History,66
17776,Sukhanov Arsen,Biology,34
17777,Boris Kulikov,Art,66
17778,Sukhanov Arsen,Chemistry,23
17779,Veselov Anton,English,45
17780,Komissarov Klim,History,23
17781,Komissarov Klim,Biology,66
17782,Sukhanov Arsen,History,78
17783,Boris Kulikov,Algebra,23
17784,Lobanov Ernest,Biology,45
17785,Stepanov Gordey,Health,66
17786,Boris Kulikov,Art,66
17787,Komissarov Klim,Health,78
17788,Lobanov Ernest,English,33
17789,Rusakov Yuri,Health,78
17790,Rusakov Yuri,Geography,78
17791,Sukhanov Arsen,Chemistry,45
17792,Prokhorov Ludwig,English,23
17793,Stepanov Gordey,Algebra,34
17794,Ilyin Mechislav,History,78
17795,Stepanov Gordey,PE,66
17796,Komissarov Klim,Chemistry,45
17797,Lobanov Ernest,History,78
17798,Bespalov Mitrofan,Geometry,34
17799,Rusakov Yuri,Art,66
17800,Ilyin Mechislav,Chemistry,78
17801,Sukhanov Arsen,Biology,23
17802,Prokhorov Ludwig,Chemistry,66
17803,Veselov Anton,PE,78
17804,Komissarov Klim,Algebra,78
17805,Bespalov Mitrofan,English,66
17806,Veselov Anton,PE,23
17807,Rusakov Yuri,PE,33
17808,Stepanov Gordey,English,45
17809,Boris Kulikov,PE,45
17810,Ilyin Mechislav,Geometry,33
17811,Bespalov Mitrofan,Geometry,45
17812,Boris Kulikov,Art,23
17813,Ilyin Mechislav,PE,23
17814,Veselov Anton,PE,33
17815,Rusakov Yuri,Art,66
17816,Sukhanov Arsen,Health,33
17817,Sukhanov Arsen,Art,78
17818,Komissarov Klim,PE,33
17819,Lobanov Ernest,Chemistry,66
17820,Bespalov Mitrofan,Algebra,33
17821,Prokhorov Ludwig,Algebra,33
17822,Boris Kulikov,Art,23
17823,Stepanov Gordey,Geometry,78
17824,Prokhorov Ludwig,Algebra,34
17825,Veselov Anton,Algebra,34
17826,Veselov Anton,History,78
17827,Boris Kulikov,Geography,33
17828,Prokhorov Ludwig,Biology,23
17829,Sukhanov Arsen,Biology,45
17830,Komissarov Klim,PE,66
17831,Lobanov Ernest,Geography,66
17832,Sukhanov Arsen,English,66
17833,Sukhanov Arsen,Art,34
17834,Prokhorov Ludwig,Chemistry,34
17835,Veselov Anton,Geography,34
17836,Veselov Anton,PE,66
17837,Rusakov Yuri,Chemistry,23
17838,Ilyin Mechislav,Geometry,23
17839,Sukhanov Arsen,Geometry,66
17840,Bespalov Mitrofan,Geography,66
17841,Lobanov Ernest,Algebra,45
17842,Rusakov Yuri,Chemistry,23
17843,Komissarov Klim,Geography,45
17844,Veselov Anton,Geometry,45
17845,Komissarov Klim,Biology,33
17846,Komissarov Klim,Algebra,45
17847,Rusakov Yuri,History,33
17848,Bespalov Mitrofan,Geography,45
17849,Komissarov Klim,History,66
17850,Prokhorov Ludwig,Health,45
17851,Sukhanov Arsen,PE,45
17852,Sukhanov Arsen,Chemistry,33
17853,Rusakov Yuri,Chemistry,78
17854,Stepanov Gordey,Geography,33
17855,Komissarov Klim,Algebra,45
17856,Boris Kulikov,Algebra,33
17857,Komissarov Klim,Geometry,45
17858,Sukhanov Arsen,Art,45
17859,Ilyin Mechislav,Geometry,23
17860,Veselov Anton,PE,23
17861,Lobanov Ernest,Geometry,45
17862,Boris Kulikov,Geometry,45
17863,Veselov Anton,Health,34
17864,Veselov Anton,English,45
17865,Stepanov Gordey,Geometry,33
17866,Boris Kulikov,Chemistry,33
17867,Boris Kulikov,Algebra,66
17868,Rusakov Yuri,PE,78
17869,Veselov Anton,Health,66
17870,Veselov Anton,Biology,45
17871,Lobanov Ernest,Art,23
17872,Lobanov Ernest,English,66
17873,Ilyin Mechislav,PE,33
17874,Boris Kulikov,Geometry,33
17875,Stepanov Gordey,History,78
17876,Veselov Anton,Biology,23
17877,Rusakov Yuri,English,33
17878,Sukhanov Arsen,History,66
17879,Lobanov Ernest,Algebra,45
17880,Ilyin Mechislav,Geometry,66
17881,Boris Kulikov,Health,23
17882,Prokhorov Ludwig,PE,33
17883,Komissarov Klim,Geography,78
17884,Rusakov Yuri,PE,33
17885,Veselov Anton,Health,33
17886,Stepanov Gordey,Geometry,34
17887,Veselov Anton,Health,23
17888,Komissarov Klim,Chemistry,66
17889,Rusakov Yuri,Chemistry,33
17890,Stepanov Gordey,Health,33
17891,Komissarov Klim,Health,33
17892,Stepanov Gordey,Health,66
17893,Bespalov Mitrofan,PE,34
17894,Bespalov Mitrofan,Geography,45
17895,Rusakov Yuri,Health,23
17896,Boris Kulikov,History,34
17897,Stepanov Gordey,PE,23
17898,Lobanov Ernest,Chemistry,66
17899,Rusakov Yuri,Chemistry,33
17900,Ilyin Mechislav,Geometry,23
17901,Veselov Anton,Chemistry,45
17902,Lobanov Ernest,PE,78
17903,Veselov Anton,Art,34
17904,Stepanov Gordey,Chemistry,45
17905,Veselov Anton,PE,78
17906,Lobanov Ernest,Geography,45
17907,Rusakov Yuri,Biology,23
17908,Prokhorov Ludwig,History,66
17909,Boris Kulikov,Biology,33
17910,Rusakov Yuri,History,33
17911,Stepanov Gordey,PE,33
17912,Rusakov Yuri,English,78
17913,Veselov Anton,English,45
17914,Komissarov Klim,Geography,45
17915,Veselov Anton,Health,23
17916,Lobanov Ernest,Chemistry,23
17917,Lobanov Ernest,English,66
17918,Bespalov Mitrofan,PE,33
17919,Veselov Anton,Geography,23
17920,Boris Kulikov,English,45
17921,Boris Kulikov,Chemistry,33
17922,Ilyin Mechislav,Health,23
17923,Rusakov Yuri,English,23
17924,Boris Kulikov,English,78
17925,Bespalov Mitrofan,History,45
17926,Boris Kulikov,PE,34
17927,Komissarov Klim,PE,66
17928,Boris Kulikov,English,33
17929,Ilyin Mechislav,English,34
17930,Boris Kulikov,Algebra,34
17931,Lobanov Ernest,Health,34
17932,Veselov Anton,Algebra,78
17933,Prokhorov Ludwig,Art,34
17934,Sukhanov Arsen,Algebra,66
17935,Veselov Anton,Geography,34
17936,Ilyin Mechislav,Geometry,34
17937,Bespalov Mitrofan,History,23
17938,Rusakov Yuri,English,23
17939,Bespalov Mitrofan,Health,66
17940,Boris Kulikov,Health,33
17941,Stepanov Gordey,Biology,33
17942,Stepanov Gordey,PE,45
17943,Sukhanov Arsen,Geography,66
17944,Rusakov Yuri,Biology,66
17945,Sukhanov Arsen,History,66
17946,Boris Kulikov,Geography,66
17947,Stepanov Gordey,Geometry,45
17948,Boris Kulikov,History,78
17949,Rusakov Yuri,PE,33
17950,Stepanov Gordey,PE,33
17951,Rusakov Yuri,Art,33
17952,Lobanov Ernest,Chemistry,66
17953,Stepanov Gordey,Biology,23
17954,Komissarov Klim,Biology,78
17955,Prokhorov Ludwig,Art,45
17956,Ilyin Mechislav,Algebra,23
17957,Ilyin Mechislav,Geography,78
17958,Veselov Anton,Art,34
17959,Stepanov Gordey,Chemistry,33
17960,Sukhanov Arsen,History,34
17961,Prokhorov Ludwig,Chemistry,23
17962,Rusakov Yuri,Health,34
17963,Stepanov Gordey,Algebra,23
17964,Veselov Anton,Art,33
17965,Prokhorov Ludwig,PE,33
17966,Ilyin Mechislav,Chemistry,45
17967,Ilyin Mechislav,Geography,66
17968,Bespalov Mitrofan,Geography,33
17969,Komissarov Klim,Art,34
17970,Prokhorov Ludwig,PE,34
17971,Rusakov Yuri,Art,33
17972,Ilyin Mechislav,Geometry,66
17973,Ilyin Mechislav,Geography,33
17974,Stepanov Gordey,History,34
17975,Boris Kulikov,Chemistry,23
17976,Bespalov Mitrofan,English,78
17977,Ilyin Mechislav,Geometry,34
17978,Lobanov Ernest,Biology,33
17979,Sukhanov Arsen,Art,66
17980,Sukhanov Arsen,PE,45
17981,Sukhanov Arsen,History,78
17982,Stepanov Gordey,Chemistry,34
17983,Boris Kulikov,English,33
17984,Stepanov Gordey,Geometry,45
17985,Prokhorov Ludwig,History,45
17986,Boris Kulikov,Geometry,78
17987,Boris Kulikov,Art,45
17988,Bespalov Mitrofan,English,78
17989,Veselov Anton,English,66
17990,Sukhanov Arsen,Biology,23
17991,Sukhanov Arsen,Biology,45
17992,Lobanov Ernest,Art,34
17993,Bespalov Mitrofan,Art,34
17994,Stepanov Gordey,Geometry,34
17995,Boris Kulikov,History,34
17996,Komissarov Klim,Algebra,23
17997,Lobanov Ernest,PE,23
17998,Ilyin Mechislav,PE,66
17999,Veselov Anton,PE,33
18000,Boris Kulikov,Biology,66
18001,Sukhanov Arsen,English,78
18002,Bespalov Mitrofan,Art,33
18003,Sukhanov Arsen,Chemistry,45
18004,Ilyin Mechislav,Health,23
18005,Veselov Anton,Art,23
18006,Ilyin Mechislav,Geometry,23
18007,Komissarov Klim,Geography,33
18008,Rusakov Yuri,Art,33
18009,Boris Kulikov,Art,78
18010,Bespalov Mitrofan,English,78
18011,Ilyin Mechislav,Health,66
18012,Komissarov Klim,Art,78
18013,Bespalov Mitrofan,History,45
18014,Stepanov Gordey,History,45
18015,Bespalov Mitrofan,History,78
18016,Veselov Anton,Chemistry,66
18017,Prokhorov Ludwig,Algebra,33
18018,Bespalov Mitrofan,Chemistry,45
18019,Stepanov Gordey,English,33
18020,Bespalov Mitrofan,Geometry,66
18021,Sukhanov Arsen,Algebra,66
18022,Stepanov Gordey,Health,34
18023,Stepanov Gordey,Geography,34
18024,Prokhorov Ludwig,English,66
18025,Bespalov Mitrofan,English,45
18026,Ilyin Mechislav,Chemistry,33
18027,Sukhanov Arsen,Geography,66
18028,Rusakov Yuri,Art,33
18029,Bespalov Mitrofan,English,33
18030,Komissarov Klim,English,45
18031,Bespalov Mitrofan,Health,78
18032,Bespalov Mitrofan,Art,45
18033,Boris Kulikov,Algebra,34
18034,Sukhanov Arsen,Biology,66
18035,Bespalov Mitrofan,Health,23
18036,Rusakov Yuri,Health,34
18037,Veselov Anton,Geometry,34
18038,Boris Kulikov,English,34
18039,Veselov Anton,English,66
18040,Rusakov Yuri,Chemistry,78
18041,Lobanov Ernest,Algebra,34
18042,Komissarov Klim,Biology,45
18043,Lobanov Ernest,Health,33
18044,Boris Kulikov,English,33
18045,Komissarov Klim,Health,33
18046,Sukhanov Arsen,Chemistry,23
18047,Bespalov Mitrofan,Art,45
18048,Rusakov Yuri,PE,66
18049,Ilyin Mechislav,Geometry,33
18050,Sukhanov Arsen,English,45
18051,Bespalov Mitrofan,Biology,45
18052,Bespalov Mitrofan,Art,78
18053,Lobanov Ernest,Biology,23
18054,Bespalov Mitrofan,English,34
18055,Ilyin Mechislav,Health,78
18056,Bespalov Mitrofan,Chemistry,45
18057,Lobanov Ernest,Health,34
18058,Rusakov Yuri,Chemistry,78
18059,Stepanov Gordey,Algebra,34
18060,Komissarov Klim,Chemistry,23
18061,Rusakov Yuri,Biology,78
18062,Ilyin Mechislav,History,78
18063,Ilyin Mechislav,Art,23
18064,Komissarov Klim,Art,34
18065,Boris Kulikov,Geometry,45
18066,Ilyin Mechislav,English,78
18067,Lobanov Ernest,Geography,78
18068,Stepanov Gordey,Art,45
18069,Ilyin Mechislav,Art,66
18070,Rusakov Yuri,Algebra,78
18071,Sukhanov Arsen,Biology,34
18072,Boris Kulikov,Art,78
18073,Bespalov Mitrofan,History,34
18074,Boris Kulikov,History,78
18075,Sukhanov Arsen,Biology,23
18076,Veselov Anton,Biology,45
18077,Ilyin Mechislav,Geometry,23
18078,Bespalov Mitrofan,Biology,45
18079,Prokhorov Ludwig,Geometry,34
18080,Stepanov Gordey,Health,45
18081,Prokhorov Ludwig,History,34
18082,Rusakov Yuri,History,66
18083,Sukhanov Arsen,Health,23
18084,Rusakov Yuri,Geography,45
18085,Komissarov Klim,English,45
18086,Veselov Anton,Art,34
18087,Sukhanov Arsen,Chemistry,66
18088,Sukhanov Arsen,Geography,33
18089,Ilyin Mechislav,PE,34
18090,Komissarov Klim,Chemistry,23
18091,Sukhanov Arsen,Algebra,34
18092,Komissarov Klim,Chemistry,34
18093,Sukhanov Arsen,English,33
18094,Lobanov Ernest,Geometry,23
18095,Sukhanov Arsen,History,34
18096,Boris Kulikov,Chemistry,66
18097,Veselov Anton,Algebra,23
18098,Sukhanov Arsen,Algebra,33
18099,Bespalov Mitrofan,PE,33
18100,Ilyin Mechislav,Geography,66
18101,Boris Kulikov,Geography,33
18102,Veselov Anton,Algebra,23
18103,Stepanov Gordey,Health,78
18104,Lobanov Ernest,Geography,45
18105,Ilyin Mechislav,Art,45
18106,Rusakov Yuri,Health,45
18107,Rusakov Yuri,English,45
18108,Sukhanov Arsen,PE,33
18109,Boris Kulikov,Health,34
18110,Lobanov Ernest,Biology,33
18111,Lobanov Ernest,Biology,34
18112,Stepanov Gordey,Geography,34
18113,Sukhanov Arsen,History,66
18114,Stepanov Gordey,Algebra,23
18115,Lobanov Ernest,Algebra,23
18116,Boris Kulikov,Biology,66
18117,Lobanov Ernest,Art,78
18118,Ilyin Mechislav,PE,34
18119,Komissarov Klim,English,45
18120,Sukhanov Arsen,History,33
18121,Stepanov Gordey,Geometry,23
18122,Lobanov Ernest,Health,33
18123,Ilyin Mechislav,History,45
18124,Ilyin Mechislav,PE,34
18125,Boris Kulikov,Geometry,33
18126,Veselov Anton,Biology,66
18127,Bespalov Mitrofan,Health,23
18128,Sukhanov Arsen,Geometry,34
18129,Komissarov Klim,History,78
18130,Boris Kulikov,PE,34
18131,Rusakov Yuri,Health,34
18132,Stepanov Gordey,Health,33
18133,Veselov Anton,Geometry,33
18134,Sukhanov Arsen,PE,33
18135,Komissarov Klim,History,78
18136,Komissarov Klim,English,33
18137,Lobanov Ernest,PE,78
18138,Lobanov Ernest,Algebra,34
18139,Bespalov Mitrofan,Algebra,34
18140,Rusakov Yuri,Biology,66
18141,Sukhanov Arsen,English,66
18142,Stepanov Gordey,History,78
18143,Boris Kulikov,Art,66
18144,Boris Kulikov,Health,23
18145,Ilyin Mechislav,Chemistry,45
18146,Sukhanov Arsen,Geography,66
18147,Boris Kulikov,Geometry,33
18148,Boris Kulikov,PE,34
18149,Bespalov Mitrofan,English,45
18150,Boris Kulikov,Chemistry,45
18151,Stepanov Gordey,Chemistry,33
18152,Prokhorov Ludwig,Health,23
18153,Rusakov Yuri,English,34
18154,Boris Kulikov,Algebra,78
18155,Stepanov Gordey,English,78
18156,Lobanov Ernest,History,45
18157,Prokhorov Ludwig,English,23
18158,Sukhanov Arsen,Biology,23
18159,Stepanov Gordey,PE,23
18160,Bespalov Mitrofan,English,33
18161,Stepanov Gordey,Health,66
18162,Sukhanov Arsen,Art,33
18163,Sukhanov Arsen,Algebra,23
18164,Komissarov Klim,English,78
18165,Lobanov Ernest,Geometry,45
18166,Sukhanov Arsen,Algebra,23
18167,Bespalov Mitrofan,History,45
18168,Veselov Anton,Chemistry,34
18169,Komissarov Klim,Algebra,78
18170,Bespalov Mitrofan,Geography,66
18171,Boris Kulikov,Chemistry,34
18172,Ilyin Mechislav,Biology,78
18173,Rusakov Yuri,Art,78
18174,Boris Kulikov,Biology,66
18175,Sukhanov Arsen,Health,34
18176,Prokhorov Ludwig,Art,23
18177,Boris Kulikov,Algebra,66
18178,Sukhanov Arsen,Health,45
18179,Lobanov Ernest,Art,33
18180,Bespalov Mitrofan,Geometry,78
18181,Sukhanov Arsen,Algebra,23
18182,Lobanov Ernest,Algebra,34
18183,Komissarov Klim,History,23
18184,Rusakov Yuri,English,34
18185,Komissarov Klim,Geometry,23
18186,Bespalov Mitrofan,Geometry,45
18187,Boris Kulikov,Geography,66
18188,Ilyin Mechislav,Geometry,23
18189,Boris Kulikov,Geography,23
18190,Prokhorov Ludwig,Geography,34
18191,Boris Kulikov,Chemistry,33
18192,Sukhanov Arsen,English,78
18193,Prokhorov Ludwig,Algebra,45
18194,Boris Kulikov,History,78
18195,Veselov Anton,Art,45
18196,Boris Kulikov,Geometry,78
18197,Veselov Anton,Geometry,23
18198,Lobanov Ernest,Geography,34
18199,Komissarov Klim,Biology,33
18200,Veselov Anton,English,23
18201,Stepanov Gordey,Geography,33
18202,Rusakov Yuri,Biology,34
18203,Stepanov Gordey,Health,78
18204,Prokhorov Ludwig,Biology,23
18205,Boris Kulikov,Health,45
18206,Lobanov Ernest,Chemistry,23
18207,Bespalov Mitrofan,Health,66
18208,Rusakov Yuri,Algebra,66
18209,Stepanov Gordey,History,45
18210,Prokhorov Ludwig,Geometry,78
18211,Bespalov Mitrofan,Algebra,45
18212,Sukhanov Arsen,Algebra,33
18213,Boris Kulikov,Chemistry,66
18214,Ilyin Mechislav,Art,66
18215,Boris Kulikov,English,33
18216,Boris Kulikov,Geography,66
18217,Prokhorov Ludwig,Biology,66
18218,Boris Kulikov,PE,45
18219,Lobanov Ernest,History,23
18220,Rusakov Yuri,Geometry,33
18221,Prokhorov Ludwig,History,34
18222,Boris Kulikov,Biology,78
18223,Boris Kulikov,English,45
18224,Rusakov Yuri,Geography,34
18225,Ilyin Mechislav,PE,45
18226,Boris Kulikov,Biology,23
18227,Stepanov Gordey,Chemistry,78
18228,Boris Kulikov,Health,23
18229,Rusakov Yuri,Geometry,34
18230,Boris Kulikov,Art,78
18231,Lobanov Ernest,Biology,45
18232,Stepanov Gordey,Algebra,78
18233,Bespalov Mitrofan,Health,78
18234,Komissarov Klim,Geometry,34
18235,Sukhanov Arsen,Geometry,45
18236,Bespalov Mitrofan,Algebra,34
18237,Veselov Anton,English,45
18238,Veselov Anton,Geometry,78
18239,Sukhanov Arsen,Algebra,78
18240,Ilyin Mechislav,Biology,23
18241,Sukhanov Arsen,Health,33
18242,Rusakov Yuri,Chemistry,33
18243,Prokhorov Ludwig,History,66
18244,Rusakov Yuri,History,23
18245,Prokhorov Ludwig,PE,45
18246,Komissarov Klim,Geography,34
18247,Lobanov Ernest,Chemistry,45
18248,Veselov Anton,Geography,45
18249,Ilyin Mechislav,English,23
18250,Rusakov Yuri,Algebra,66
18251,Sukhanov Arsen,History,33
18252,Lobanov Ernest,History,66
18253,Lobanov Ernest,Chemistry,33
18254,Prokhorov Ludwig,Art,78
18255,Sukhanov Arsen,English,45
18256,Sukhanov Arsen,Chemistry,45
18257,Ilyin Mechislav,Geometry,23
18258,Sukhanov Arsen,Geometry,34
18259,Bespalov Mitrofan,Health,78
18260,Ilyin Mechislav,Geography,66
18261,Bespalov Mitrofan,Geometry,45
18262,Boris Kulikov,Algebra,34
18263,Sukhanov Arsen,Chemistry,78
18264,Bespalov Mitrofan,Art,78
18265,Lobanov Ernest,Art,78
18266,Rusakov Yuri,Geography,78
18267,Sukhanov Arsen,Biology,78
18268,Bespalov Mitrofan,Geography,33
18269,Rusakov Yuri,Geometry,78
18270,Rusakov Yuri,Geography,34
18271,Ilyin Mechislav,History,66
18272,Rusakov Yuri,Biology,23
18273,Stepanov Gordey,PE,33
18274,Ilyin Mechislav,Health,34
18275,Stepanov Gordey,Geography,23
18276,Rusakov Yuri,Art,23
18277,Bespalov Mitrofan,Art,78
18278,Sukhanov Arsen,Biology,33
18279,Lobanov Ernest,Geometry,34
18280,Prokhorov Ludwig,Biology,33
18281,Lobanov Ernest,Chemistry,66
18282,Veselov Anton,History,33
18283,Prokhorov Ludwig,Algebra,66
18284,Ilyin Mechislav,Geometry,45
18285,Bespalov Mitrofan,Biology,23
18286,Sukhanov Arsen,Algebra,34
18287,Boris Kulikov,Health,23
18288,Lobanov Ernest,Chemistry,33
18289,Boris Kulikov,Biology,23
18290,Stepanov Gordey,Chemistry,45
